S000000062	ORF	Verified	YAL067C	SEO1		chromosome 1	L000003363	1	9016	7235	C		2011-02-03	1996-07-31	Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide
S000029932	CDS					YAL067C		1	9016	7235	C		2011-02-03	1996-07-31	
S000000061	ORF	Dubious	YAL066W			chromosome 1		1	10091	10399	W		2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000029887	CDS					YAL066W		1	10091	10399	W		2011-02-03	1996-07-31	
S000001817	ORF	Uncharacterized	YAL065C			chromosome 1		1	11951	11565	C		2011-02-03	1996-07-31	Putative protein of unknown function; has homology to FLO1; possible pseudogene
S000037154	CDS					YAL065C		1	11951	11565	C		2011-02-03	1996-07-31	
S000002141	ORF	Uncharacterized	YAL064W-B			chromosome 1		1	12046	12426	W		2011-02-03	1999-07-17	Fungal-specific protein of unknown function
S000034793	CDS					YAL064W-B		1	12046	12426	W		2011-02-03	1999-07-17	
S000002140	ORF	Uncharacterized	YAL064C-A		YAL065C-A	chromosome 1		1	13743	13363	C		2011-02-03	1996-07-31	Putative protein of unknown function; YAL064C-A is not an essential gene
S000031541	CDS					YAL064C-A		1	13743	13363	C		2011-02-03	1996-07-31	
S000000060	ORF	Verified	YAL064W			chromosome 1		1	21566	21850	W		2011-02-03	1996-07-31|2011-02-03	Protein of unknown function; may interact with ribosomes, based on co-purification experiments
S000037087	CDS					YAL064W		1	21566	21850	W		2011-02-03	1996-07-31|2011-02-03	
S000006787	long_terminal_repeat		YALWdelta1			chromosome 1		1	22230	22552	W		2011-02-03	2000-05-19	Ty1 LTR
S000028813	ORF	Uncharacterized	YAL063C-A			chromosome 1		1	22685	22395	C		2011-02-03	2003-07-29	Putative protein of unknown function; identified by expression profiling and mass spectrometry
S000033613	CDS					YAL063C-A		1	22685	22395	C		2011-02-03	2003-07-29	
S000000059	ORF	Verified	YAL063C	FLO9		chromosome 1	L000003331	1	27968	24000	C		2011-02-03	1996-07-31	Lectin-like protein with similarity to Flo1p, thought to be expressed and involved in flocculation
S000036982	CDS					YAL063C		1	27968	24000	C		2011-02-03	1996-07-31	
S000118317	ARS		ARS104		ARSI-31	chromosome 1		1	30946	31183			2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000000058	ORF	Verified	YAL062W	GDH3	FUN51	chromosome 1	L000000698	1	31567	32940	W		2011-02-03	1996-07-31	NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources
S000036963	CDS					YAL062W		1	31567	32940	W		2011-02-03	1996-07-31	
S000000057	ORF	Uncharacterized	YAL061W	BDH2		chromosome 1		1	33448	34701	W		2011-02-03	1996-07-31	Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
S000036902	CDS					YAL061W		1	33448	34701	W		2011-02-03	1996-07-31	
S000000056	ORF	Verified	YAL060W	BDH1	(2R,3R)-2,3-butanediol dehydrogenase|BDH	chromosome 1		1	35155	36303	W		2011-02-03	1996-07-31|2011-02-03	NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source
S000036089	CDS					YAL060W		1	35155	36303	W		2011-02-03	1996-07-31|2011-02-03	
S000000055	ORF	Verified	YAL059W	ECM1		chromosome 1	L000003052	1	36509	37147	W		2011-02-03	1996-07-31|2011-02-03	Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm
S000035122	CDS					YAL059W		1	36509	37147	W		2011-02-03	1996-07-31|2011-02-03	
S000028734	ORF	Dubious	YAL059C-A			chromosome 1		1	36918	36496	C		2011-02-03	2003-07-29|2011-02-03	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene ECM1/YAL059W
S000033378	CDS					YAL059C-A		1	36918	36496	C		2011-02-03	2003-07-29|2011-02-03	
S000000054	ORF	Verified	YAL058W	CNE1	FUN48	chromosome 1	L000000373	1	37464	38972	W		2011-02-03	1996-07-31	Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast
S000034933	CDS					YAL058W		1	37464	38972	W		2011-02-03	1996-07-31	
S000002139	ORF	Dubious	YAL056C-A		YAL058C-A	chromosome 1		1	39046	38696	C		2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000035879	CDS					YAL056C-A		1	39046	38696	C		2011-02-03	1996-07-31	
S000000052	ORF	Verified	YAL056W	GPB2	KRH1	chromosome 1		1	39259	41901	W		2011-02-03	2004-01-20|1996-07-31|2011-02-03	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p
S000033885	CDS					YAL056W		1	39259	41901	W		2011-02-03	2004-01-20|1996-07-31|2011-02-03	
S000121254	ARS		ARS105		ARSI-42	chromosome 1		1	41808	42182			2011-02-03	2007-03-07	Autonomously Replicating Sequence
S000000051	ORF	Verified	YAL055W	PEX22	YAF5	chromosome 1		1	42177	42719	W		2011-02-03	1996-07-31	Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation
S000033812	CDS					YAL055W		1	42177	42719	W		2011-02-03	1996-07-31	
S000000050	ORF	Verified	YAL054C	ACS1	FUN44	chromosome 1	L000000024	1	45022	42881	C	-63.11	2011-02-03	1996-07-31	Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetlyation; expressed during growth on nonfermentable carbon sources and under aerobic conditions
S000033073	CDS					YAL054C		1	45022	42881	C		2011-02-03	1996-07-31	
S000000049	ORF	Verified	YAL053W	FLC2	HUF2	chromosome 1		1	45899	48250	W		2011-02-03	1996-07-31|2011-02-03	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance
S000033037	CDS					YAL053W		1	45899	48250	W		2011-02-03	1996-07-31|2011-02-03	
S000000048	ORF	Verified	YAL051W	OAF1	YAF1	chromosome 1	L000004197	1	48564	51707	W		2011-02-03	2004-07-20|1996-07-31|2011-02-03	Oleate-activated transcription factor, acts alone and as a heterodimer with Pip2p; activates genes involved in beta-oxidation of fatty acids and peroxisome organization and biogenesis
S000032862	CDS					YAL051W		1	48564	51707	W		2011-02-03	2004-07-20|1996-07-31|2011-02-03	
S000000047	ORF	Verified	YAL049C	AIM2		chromosome 1		1	52595	51855	C		2011-02-03	1996-07-31	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor
S000031896	CDS					YAL049C		1	52595	51855	C		2011-02-03	1996-07-31	
S000028733	ORF	Dubious	YAL047W-A			chromosome 1		1	54584	54913	W		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000033377	CDS					YAL047W-A		1	54584	54913	W		2011-02-03	2003-07-29	
S000000046	ORF	Verified	YAL048C	GEM1	GON1	chromosome 1		1	54789	52801	C		2011-02-03	1996-07-31	Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death
S000030895	CDS					YAL048C		1	54789	52801	C		2011-02-03	1996-07-31	
S000000045	ORF	Verified	YAL047C	SPC72	LDB4	chromosome 1	L000003455	1	56857	54989	C		2011-02-03	1996-07-31|2011-02-03	Component of the cytoplasmic Tub4p (gamma-tubulin) complex, binds spindle pole bodies and links them to microtubules; has roles in astral microtubule formation and stabilization
S000030803	CDS					YAL047C		1	56857	54989	C		2011-02-03	1996-07-31|2011-02-03	
S000000044	ORF	Verified	YAL046C	AIM1		chromosome 1		1	57385	57029	C		2011-02-03	1996-07-31	Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss
S000030666	CDS					YAL046C		1	57385	57029	C		2011-02-03	1996-07-31	
S000007586	ORF	Uncharacterized	YAL044W-A			chromosome 1		1	57518	57850	W		2011-02-03	2001-01-30	Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein
S000037097	CDS					YAL044W-A		1	57518	57850	W		2011-02-03	2001-01-30	
S000000043	ORF	Dubious	YAL045C			chromosome 1		1	57796	57488	C		2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A
S000030576	CDS					YAL045C		1	57796	57488	C		2011-02-03	1996-07-31	
S000000042	ORF	Verified	YAL044C	GCV3		chromosome 1	L000003501	1	58462	57950	C		2011-02-03	2003-09-22|1996-07-31|2008-03-05	H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF
S000037751	CDS					YAL044C		1	58462	57950	C		2011-02-03	2003-09-22|1996-07-31|2008-03-05	
S000000041	ORF	Verified	YAL043C	PTA1	FUN39	chromosome 1	L000001522	1	61052	58695	C		2011-02-03	1996-07-31	Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII
S000037691	CDS					YAL043C		1	61052	58695	C		2011-02-03	1996-07-31	
S000000040	ORF	Verified	YAL042W	ERV46	FUN9	chromosome 1	L000000633	1	61316	62563	W		2011-02-03	1996-07-31	Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport
S000037669	CDS					YAL042W		1	61316	62563	W		2011-02-03	1996-07-31	
S000002138	ORF	Dubious	YAL042C-A		YAL043C-A	chromosome 1		1	61608	61231	C		2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified ORF ERV46/YAL042W; YAL042C-A is a non-essential gene
S000030422	CDS					YAL042C-A		1	61608	61231	C		2011-02-03	1996-07-31	
S000000039	ORF	Verified	YAL041W	CDC24	CLS4	chromosome 1	L000000262	1	62840	65404	W	-56	2011-02-03	1996-07-31	Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing
S000037599	CDS					YAL041W		1	62840	65404	W		2011-02-03	1996-07-31	
S000000038	ORF	Verified	YAL040C	CLN3	WHI1|FUN10|DAF1	chromosome 1	L000000359	1	67520	65778	C	-56	2011-02-03	1996-07-31	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote the G1 to S phase transition; plays a role in regulating transcription of the other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis
S000036825	CDS					YAL040C		1	67520	65778	C		2011-02-03	1996-07-31	
S000000037	ORF	Verified	YAL039C	CYC3	CCHL|cytochrome c heme lyase	chromosome 1	L000000450	1	69525	68716	C	-47	2011-02-03	1996-07-31	Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)
S000035956	CDS					YAL039C		1	69525	68716	C		2011-02-03	1996-07-31	
S000118318	ARS		ARS106		ARSI-70	chromosome 1		1	70257	70489			2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000000036	ORF	Verified	YAL038W	CDC19	PYK1	chromosome 1	L000000258	1	71786	73288	W	-45	2011-02-03	1996-07-31	Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration
S000035915	CDS					YAL038W		1	71786	73288	W		2011-02-03	1996-07-31	
S000028592	ORF	Dubious	YAL037C-B			chromosome 1		1	73300	72326	C		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
S000031366	CDS					YAL037C-B		1	73300	72326	C		2011-02-03	2003-07-29	
S000028732	ORF	Uncharacterized	YAL037C-A			chromosome 1		1	73518	73426	C		2011-02-03	2003-07-29	Putative protein of unknown function
S000033376	CDS					YAL037C-A		1	73518	73426	C		2011-02-03	2003-07-29	
S000000035	ORF	Uncharacterized	YAL037W			chromosome 1		1	74020	74823	W		2011-02-03	1996-07-31	Putative protein of unknown function
S000035798	CDS					YAL037W		1	74020	74823	W		2011-02-03	1996-07-31	
S000000034	ORF	Verified	YAL036C	RBG1	FUN11	chromosome 1	L000000634	1	76152	75043	C		2011-02-03	1996-07-31	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid
S000034719	CDS					YAL036C		1	76152	75043	C		2011-02-03	1996-07-31	
S000000033	ORF	Verified	YAL035W	FUN12	eIF5B|yIF2	chromosome 1	L000000635	1	76427	79435	W		2011-02-03	1996-07-31	GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2
S000034678	CDS					YAL035W		1	76427	79435	W		2011-02-03	1996-07-31	
S000000032	ORF	Verified	YAL034W-A	MTW1	NSL2|DSN3	chromosome 1	S000007418	1	79718	80587	W		2011-02-03	1996-07-31	Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly
S000031836	CDS					YAL034W-A		1	79718	80587	W		2011-02-03	1996-07-31	
S000002137	ORF	Dubious	YAL034C-B		YAL035C-A	chromosome 1		1	79842	79489	C		2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000031374	CDS					YAL034C-B		1	79842	79489	C		2011-02-03	1996-07-31	
S000002134	ORF	Verified	YAL034C	FUN19		chromosome 1	L000000637	1	81951	80710	C		2011-02-03	2003-09-22|1996-07-31	Non-essential protein of unknown function; expression induced in response to heat stress
S000034508	CDS					YAL034C		1	81951	80710	C		2011-02-03	2003-09-22|1996-07-31	
S000000031	ORF	Verified	YAL033W	POP5	FUN53	chromosome 1	L000004301|L000000649	1	82706	83227	W		2011-02-03	1996-07-31	Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends
S000034465	CDS					YAL033W		1	82706	83227	W		2011-02-03	1996-07-31	
S000000030	ORF	Verified	YAL032C	PRP45	FUN20	chromosome 1	L000000638	1	84474	83335	C		2011-02-03	1996-07-31	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
S000033541	CDS					YAL032C		1	84474	83335	C		2011-02-03	1996-07-31	
S000028731	ORF	Dubious	YAL031W-A			chromosome 1		1	84669	84977	W		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000033375	CDS					YAL031W-A		1	84669	84977	W		2011-02-03	2003-07-29	
S000000029	ORF	Verified	YAL031C	GIP4	FUN21	chromosome 1	L000000639	1	87031	84749	C		2011-02-03	1996-07-31	Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
S000033476	CDS					YAL031C		1	87031	84749	C		2011-02-03	1996-07-31	
S000000028	ORF	Verified	YAL030W	SNC1		chromosome 1	L000001942	1	87286	87752	W		2011-02-03	1996-07-31	Vesicle membrane receptor protein (v-SNARE) involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins
S000033437	CDS					YAL030W		1	87286	87387	W		2011-02-03	1996-07-31	
S000033438	CDS					YAL030W		1	87501	87752	W		2011-02-03	1996-07-31	
S000033439	intron					YAL030W		1	87388	87500	W		2011-02-03	1996-07-31	
S000000027	ORF	Verified	YAL029C	MYO4	SHE1|FUN22	chromosome 1	L000000640|L000001224	1	92270	87855	C		2011-02-03	1996-07-31	One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p
S000033821	CDS					YAL029C		1	92270	87855	C		2011-02-03	1996-07-31	
S000000026	ORF	Verified	YAL028W	FRT2	HPH2	chromosome 1		1	92900	94486	W		2011-02-03	1996-07-31	Tail-anchored ER membrane protein, interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate
S000033747	CDS					YAL028W		1	92900	94486	W		2011-02-03	1996-07-31	
S000000025	ORF	Verified	YAL027W	SAW1		chromosome 1		1	94687	95472	W		2011-02-03	1996-07-31	Protein involved in Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during double-strand break repair via single-strand annealing; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
S000033629	CDS					YAL027W		1	94687	95472	W		2011-02-03	1996-07-31	
S000028730	ORF	Dubious	YAL026C-A			chromosome 1		1	95823	95386	C		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2
S000033374	CDS					YAL026C-A		1	95823	95386	C		2011-02-03	2003-07-29	
S000119380	ncRNA		HRA1	HRA1		chromosome 1		1	99305	99868	W		2011-02-03	2007-02-06|2007-05-08|2011-02-03	Non-protein-coding RNA, substrate of RNase P, possibly involved in rRNA processing, specifically maturation of 20S precursor into the mature 18S rRNA
S000120654	noncoding_exon					HRA1		1	99305	99868	W		2011-02-03	2007-02-06|2007-05-08|2011-02-03	
S000000024	ORF	Verified	YAL026C	DRS2	SWA3|FUN38	chromosome 1	L000000526	1	99697	95630	C		2011-02-03	1996-07-31|2011-02-03	Aminophospholipid translocase (flippase) that maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation and endocytosis; mutations in human homolog ATP8B1 result in liver disease
S000030197	CDS					YAL026C		1	99697	95630	C		2011-02-03	1996-07-31|2011-02-03	
S000000023	ORF	Verified	YAL025C	MAK16		chromosome 1	L000000989	1	101145	100225	C	-31	2011-02-03	1996-07-31|2011-02-03	Essential nuclear protein, constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus
S000030064	CDS					YAL025C		1	101145	100225	C		2011-02-03	1996-07-31|2011-02-03	
S000000022	ORF	Verified	YAL024C	LTE1	MSI2	chromosome 1	L000000955	1	105872	101565	C	-31	2011-02-03	1996-07-31	Protein similar to GDP/GTP exchange factors but without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures
S000029981	CDS					YAL024C		1	105872	101565	C		2011-02-03	1996-07-31	
S000000021	ORF	Verified	YAL023C	PMT2	FUN25	chromosome 1	L000000642|L000001459	1	108551	106272	C		2011-02-03	2002-12-17|1996-07-31	Protein O-mannosyltransferase, transfers mannose residues from dolichyl phosphate-D-mannose to protein Ser/Thr residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5; target for new antifungal
S000037355	CDS					YAL023C		1	108551	106272	C		2011-02-03	2002-12-17|1996-07-31	
S000000020	ORF	Verified	YAL022C	FUN26		chromosome 1	L000000643	1	110430	108877	C		2011-02-03	1996-07-31	Nucleoside transporter with broad nucleoside selectivity; localized to intracellular membranes
S000037286	CDS					YAL022C		1	110430	108877	C		2011-02-03	1996-07-31	
S000000019	ORF	Verified	YAL021C	CCR4	NUT21|FUN27	chromosome 1	L000000239	1	113359	110846	C	-25	2011-02-03	1996-07-31	Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening
S000037200	CDS					YAL021C		1	113359	110846	C		2011-02-03	1996-07-31	
S000028729	ORF	Dubious	YAL019W-A			chromosome 1		1	114250	114819	W		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000032720	CDS					YAL019W-A		1	114250	114819	W		2011-02-03	2003-07-29	
S000000018	ORF	Verified	YAL020C	ATS1	KTI13|FUN28	chromosome 1	L000000644|L000000154	1	114615	113614	C		2011-02-03	1996-07-31|2011-02-03	Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA; has a potential role in regulatory interactions between microtubules and the cell cycle
S000037124	CDS					YAL020C		1	114615	113614	C		2011-02-03	1996-07-31|2011-02-03	
S000000017	ORF	Verified	YAL019W	FUN30		chromosome 1	L000000645	1	114919	118314	W		2011-02-03	1996-07-31	Conserved member of the Snf2p family with ATP-dependent chromatin remodeling activity; has a role in silencing; potential Cdc28p substrate; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies
S000037555	CDS					YAL019W		1	114919	118314	W		2011-02-03	1996-07-31	
S000000016	ORF	Uncharacterized	YAL018C			chromosome 1		1	119541	118564	C		2011-02-03	1996-07-31	Putative protein of unknown function
S000032033	CDS					YAL018C		1	119541	118564	C		2011-02-03	1996-07-31	
S000000015	ORF	Verified	YAL017W	PSK1	FUN31	chromosome 1	L000000646	1	120225	124295	W		2011-02-03	1996-07-31|2011-02-03	One of two (see also PSK2) PAS domain containing S/T protein kinases; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status
S000031992	CDS					YAL017W		1	120225	124295	W		2011-02-03	1996-07-31|2011-02-03	
S000118319	ARS		ARS107		ARSI-125	chromosome 1		1	124349	124597			2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000028528	ORF	Dubious	YAL016C-B			chromosome 1		1	124492	124307	C		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000030333	CDS					YAL016C-B		1	124492	124307	C		2011-02-03	2003-07-29	
S000000014	ORF	Verified	YAL016W	TPD3	FUN32	chromosome 1	L000002325	1	124879	126786	W	.5	2011-02-03	1996-07-31	Regulatory subunit A of the heterotrimeric protein phosphatase 2A (PP2A), which also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III
S000031874	CDS					YAL016W		1	124879	126786	W		2011-02-03	1996-07-31	
S000028728	ORF	Dubious	YAL016C-A			chromosome 1		1	125069	124755	C		2011-02-03	2003-07-29	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000032719	CDS					YAL016C-A		1	125069	124755	C		2011-02-03	2003-07-29	
S000000013	ORF	Verified	YAL015C	NTG1	ogg2|SCR1|FUN33	chromosome 1	L000004114	1	128102	126903	C		2011-02-03	1996-07-31	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress
S000036247	CDS					YAL015C		1	128102	126903	C		2011-02-03	1996-07-31	
S000000012	ORF	Verified	YAL014C	SYN8	SLT2|UIP2	chromosome 1		1	129019	128252	C		2011-02-03	2002-12-17|1996-07-31	Endosomal SNARE related to mammalian syntaxin 8
S000036146	CDS					YAL014C		1	129019	128252	C		2011-02-03	2002-12-17|1996-07-31	
S000000011	ORF	Verified	YAL013W	DEP1	FUN54	chromosome 1	L000000502	1	129270	130487	W	12	2011-02-03	2003-12-15|1996-07-31|2011-02-03	Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation
S000036100	CDS					YAL013W		1	129270	130487	W		2011-02-03	2003-12-15|1996-07-31|2011-02-03	
S000000010	ORF	Verified	YAL012W	CYS3	STR1|FUN35|CYI1	chromosome 1	L000000470	1	130799	131983	W	-16	2011-02-03	1996-07-31	Cystathionine gamma-lyase, catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine
S000035250	CDS					YAL012W		1	130799	131983	W		2011-02-03	1996-07-31	
S000000009	ORF	Verified	YAL011W	SWC3	SWC1	chromosome 1		1	132199	134076	W		2011-02-03	2003-09-22|1996-07-31	Protein of unknown function, component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae
S000035116	CDS					YAL011W		1	132199	134076	W		2011-02-03	2003-09-22|1996-07-31	
S000000008	ORF	Verified	YAL010C	MDM10	FUN37	chromosome 1	L000000648|L000001053	1	135665	134184	C		2011-02-03	1996-07-31|2011-02-03	Subunit of both the ERMES complex that links the ER to mitochondria, and of the mitochondrial sorting and assembly machinery (SAM complex) that functions in import and assembly of outer membrane beta-barrel proteins
S000034958	CDS					YAL010C		1	135665	134184	C		2011-02-03	1996-07-31|2011-02-03	
